document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2021-05-17,395709,INFRAGISTICS INC,12162410,,2021-05-26,644702,35100.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-04-30,51916,CORRECT RX PHARMACY SERVICES,12575420,,2021-05-26,645925,339.21,18.0,CORRECTIONS,,,,
2021-05-07,245849 050721,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-26,644374,112.62,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-07,WF2170055COVIDTN,INTERIOR VOLUNTEER FIRE DEPT,12037729,,2021-05-26,644388,18644.6,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-01-13,359130,CARLS TRAILER SALES,12049550,,2021-05-26,646223,346.65,6.0,"GAME, FISH AND PARKS",,,,
2021-05-12,0481747,SUDS & DUDS INC,12049672,,2021-05-26,646188,8.83,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-20,SI390573,AMERICAN REGISTRY INTERNET NUM,12113263,,2021-05-26,647060,4000.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-06,6860274,DAKOTA FLUID POWER INC,12044237,,2021-05-26,645077,168.98,11.0,TRANSPORTATION,,,,
2021-04-30,SDHUR114501,FASTENAL COMPANY,12021515,,2021-05-26,645364,1213.49,18.0,CORRECTIONS,,,,
2021-05-10,0061,VNDR   12662335,12662335,,2021-05-26,647059,4897.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-03,SC12121C-454-1,HAAKON SCHOOL DISTRICT 27-1,12032557,,2021-05-26,648064,163.12,12.0,EDUCATION,,,,
2021-05-04,1070890050521,CENTRAL ELECTRIC CO OP,12023749,01,2021-05-26,645092,819.08,6.0,"GAME, FISH AND PARKS",,,,
2021-05-13,39801,SMALL ENGINE HOUSE LLC,12052426,,2021-05-26,645713,175.52,14.0,PUBLIC SAFETY,,,,
2021-05-13,14,VNDR   12032345,12032345,02,2021-05-26,646461,1848.46,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-17,051721HEALTH,HAMLIN COUNTY AUDITOR,12054615,07,2021-05-26,644983,50.5,9.0,HEALTH,,,,
2021-05-04,378801,NORTHWEST PIPE FITTINGS HURON,12031253,,2021-05-26,644796,136.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-13,2021569,BUTTE COUNTY AUDITOR,12054281,05,2021-05-26,645375,1167.59,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-29,104619,ULTEIG,12027184,02,2021-05-26,646971,7725.32,11.0,TRANSPORTATION,,,,
2021-05-13,2021570,MINER COUNTY AUDITOR,12054660,06,2021-05-26,645377,666.9,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-17,INV-118436,WAPITI MEDICAL GROUP LTD CO,12564085,,2021-05-26,644996,1190.0,9.0,HEALTH,,,,
2021-05-14,1421215701,SIOUX VALLEY SOUTHWESTERN ELEC,12029084,,2021-05-26,645712,593.65,14.0,PUBLIC SAFETY,,,,
2021-04-07,70192,HOMETOWN SERVICE & TIRE LLC,12235668,,2021-05-26,644742,65.0,12.0,BUREAU OF ADMINISTRATION,,,,
2021-05-14,1421215644,CENTRAL STATES TRANSPORTATION,12408390,,2021-05-26,644105,90.0,14.0,PUBLIC SAFETY,,,,
2021-05-01,12955080,WASTE CONNECTIONS,12037175,05,2021-05-26,644370,237.37,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-11,HS-2021-00110,CITY OF TEA,12035790,,2021-05-26,638875,3372.8,14.0,PUBLIC SAFETY,,,,
2021-05-15,61594517,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-26,644980,469.65,9.0,HEALTH,,,,
2021-05-15,A71R59201,UNITED PARCEL SERVICE,12017083,01,2021-05-26,646633,3.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-04-08,WF2160059ROCKERV,WHISPERING PINES VFD,12039888,,2021-05-26,644396,1546.98,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-04-27,WF2110081SCHROED,FAIRBURN FIRE PROTECTION DISTT,12038889,,2021-05-26,644382,718.89,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-04-08,WF2110081SCHRODE,BOX ELDER VOLUNTEER FIRE DEPT,12529475,,2021-05-26,644383,7872.77,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-12,202105778,WOODS FULLER SHULTZ & SMITH,12037377,,2021-05-26,646708,929.0,10.0,LABOR AND REGULATION,,,,
2021-02-16,8061323516,STAPLES CONTRACT & COMMERCIALC,12163692,01,2021-05-26,647363,578.75,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2021-04-13,21SC085015-APR,TERRY D WIECZOREK,12013698,,2021-05-26,646125,849.55,8.0,SOCIAL SERVICES,,,,
2021-05-18,0421CON211722,SD ALLIANCE OF BOYS & GIRLS CL,12628169,,2021-05-26,644402,3792.54,9.0,HEALTH,,,,
2021-04-26,2046452,NATIONAL JUDICIAL COLLEGE,12125632,,2021-05-26,646572,859.0,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2021-05-10,21SC085013-APR,CARLON LAW OFFICE,12041015,,2021-05-26,646124,9329.55,8.0,SOCIAL SERVICES,,,,
2021-05-07,29290130,MARCO TECHNOLOGIES LLC,12201534,,2021-05-26,644130,72.37,14.0,PUBLIC SAFETY,,,,
2021-04-30,21-1000-03117152,LAWRENCE & SCHILLER INC,12035149,,2021-05-26,646601,-5.97,10.0,LABOR AND REGULATION,,,,
2021-05-03,2349-APRIL2021,"PILCHER, AARON P",12565650,,2021-05-26,648504,370.4,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2021-05-01,3347355,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-05-26,646551,3.78,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2021-05-11,262924,REGENCY MIDWEST VENTURES LTD,12177768,07,2021-05-26,647900,77.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-02-17,227616,FRONTIER PRECISION INC,12027846,,2021-05-26,644089,1975.0,14.0,PUBLIC SAFETY,,,,
2021-05-17,23565247,MATHESON TRIGAS INC,12263878,04,2021-05-26,644411,899.12,9.0,HEALTH,,,,
2021-05-13,022321,WATERTOWN AREA CHAMBER COMM,12029195,,2021-05-26,646706,150.0,10.0,LABOR AND REGULATION,,,,
2021-04-07,WF21700421SEVERI,COLTON FIRE DEPT INC,12038021,,2021-05-26,644385,10014.5,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-11,IN3348308,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-05-26,646434,36.62,14.0,PUBLIC SAFETY,,,,
2021-05-19,0081415005-0521,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-26,646641,234.62,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-18,86765210009-0521,MONTANA-DAKOTA UTILITIES,12020954,12,2021-05-26,646645,239.08,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-12,1012901037249,TRI-STATE POWER SOLUTIONS INC,12236707,,2021-05-26,646638,398.4,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-04-29,S509063237.001,CRESCENT ELECTRIC SUPPLY CO,12024474,,2021-05-26,645926,14.02,18.0,CORRECTIONS,,,,
2021-05-03,MC2021-04,MCCROSSAN BOYS RANCH,12032790,,2021-05-26,646901,4928.1,18.0,CORRECTIONS,,,,
2021-04-30,SDYAN170690,FASTENAL COMPANY,12021515,,2021-05-26,645845,364.3,18.0,CORRECTIONS,,,,
2021-05-20,251RC052021,VNDR   12662801,12662801,,2021-05-26,646025,2215.89,25.0,RETIREMENT SYSTEM,,,,
2021-05-23,999,DOING IT RIGHT TOGETHER LLC,12603302,,2021-05-26,647914,457.0,25.0,RETIREMENT SYSTEM,,,,
2021-02-17,RARENTMAR-JUL21,QUANTUM PROPERTIES LLC,12389760,,2021-05-26,583083,7446.0,10.0,LABOR AND REGULATION,,,,
2021-05-14,IN837109,A & B PURE WATER ONLINE LTD,12114434,,2021-05-26,645706,82.59,14.0,PUBLIC SAFETY,,,,
2021-05-11,1200346189,HDR ENGINEERING INC,12058279,01,2021-05-26,646988,5355.0,11.0,TRANSPORTATION,,,,
2021-05-19,110433,VNDR   12662488,12662488,,2021-05-26,644583,165.0,19.0,HUMAN SERVICES,,,,
2021-05-21,E0821SC5802APR1,SD UNIFIED JUDICIAL SYSTEM,STATE,C5,2021-05-26,646256,0.0,8.0,SOCIAL SERVICES,,,,
2021-05-14,HLS-2020-00233,DAVISON COUNTY AUDITOR,12054865,05,2021-05-26,646442,45972.54,14.0,PUBLIC SAFETY,,,,
2021-05-14,3235,VERMILLION MOTEL INC,12044086,,2021-05-26,644088,616.0,14.0,PUBLIC SAFETY,,,,
2021-05-20,IN838685,A & B BUSINESS INC,12036980,,2021-05-26,647251,119.41,8.0,SOCIAL SERVICES,,,,
2021-04-30,SDYAN170965,FASTENAL COMPANY,12021515,,2021-05-26,645847,728.44,18.0,CORRECTIONS,,,,
2021-04-30,SDSP421,JEFFERSON PARTNERS LP,12022796,,2021-05-26,645882,71.5,18.0,CORRECTIONS,,,,
2021-04-29,9976442,COLE PAPERS INC,12027125,,2021-05-26,645920,404.8,18.0,CORRECTIONS,,,,
2021-05-12,1421215651,VNDR   12529856,12529856,,2021-05-26,644112,2500.0,14.0,PUBLIC SAFETY,,,,
2021-03-18,IN3296146,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-05-26,646696,328.22,10.0,LABOR AND REGULATION,,,,
2021-05-17,4237487,SPEE DEE DELIVERY SERVICE INC,12022334,,2021-05-26,646666,909.33,9.0,HEALTH,,,,
2021-05-12,1421215657,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-26,644135,33.7,14.0,PUBLIC SAFETY,,,,
2021-04-27,HS743324,TRINITY INDUSTRIES INC,12119058,,2021-05-26,645589,3341.96,11.0,TRANSPORTATION,,,,
2021-05-12,66551,LUXURY AUTO MALL OF SF INC,12048569,01,2021-05-26,645710,11759.43,14.0,PUBLIC SAFETY,,,,
2021-05-13,1421215640,MP FT PIERRE LLC,12511684,,2021-05-26,644101,5313.0,14.0,PUBLIC SAFETY,,,,
2021-05-15,22483,MOTOROLA SOLUTIONS INC,12016755,02,2021-05-26,644090,175.0,14.0,PUBLIC SAFETY,,,,
2021-05-13,1717154637,GRAHAM TIRE COMPANYS,12040582,,2021-05-26,644118,744.44,14.0,PUBLIC SAFETY,,,,
2021-05-12,2493,RAPID AVIONICS INC,12537176,,2021-05-26,644129,435.0,14.0,PUBLIC SAFETY,,,,
2021-04-24,1949665915,MEDLINE INDUSTRIES INC,12017160,,2021-05-26,646787,54.38,17.0,VETERANS' AFFAIRS,,,,
2021-05-04,0319239-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2021-05-26,646692,2278.0,10.0,LABOR AND REGULATION,,,,
2021-05-11,01310193,VNDR   12547133,12547133,,2021-05-26,646613,300.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-11,01310190,VNDR   12311350,12311350,,2021-05-26,646616,300.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-11,14158-CD99137524,BARNHART CRANE & RIGGING CO,12487098,01,2021-05-26,645049,409.5,11.0,TRANSPORTATION,,,,
2021-03-21,2964,VNDR   12661220,12661220,,2021-05-26,646688,506.0,10.0,LABOR AND REGULATION,,,,
2021-05-18,INV-16343,INSIGHT MARKETING DESIGN INC,12002233,,2021-05-26,645004,900.0,11.0,TRANSPORTATION,,,,
2021-05-06,00213224,G & H DISTRIBUTING OF RC INC,12047216,,2021-05-26,645457,22.86,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-05,RX1675752,HY-VEE INC,12024480,06,2021-05-26,646276,12.83,8.0,SOCIAL SERVICES,,,,
2021-05-20,SFY21 RENT 06-07,"ENDRES, LAWRENCE",12082477,,2021-05-26,646118,1624.25,19.0,HUMAN SERVICES,,,,
2021-05-10,261970120521,NORTHWESTERN CORPORATION,12028962,15,2021-05-26,645139,259.24,11.0,TRANSPORTATION,,,,
2021-05-20,DCM10594793,AVERA MCKENNAN,12029758,65,2021-05-26,647666,12.03,19.0,HUMAN SERVICES,,,,
2021-05-01,3345130,WASTE CONNECTIONS OF SD,12037175,02,2021-05-26,645502,150.0,11.0,TRANSPORTATION,,,,
2021-05-10,01001785-2021-05,CITY OF SPEARFISH,12055082,,2021-05-26,645239,103.69,18.0,CORRECTIONS,,,,
2021-05-09,9879405427,CELLCO PARTNERSHIP,12207494,,2021-05-26,645313,482.02,18.0,CORRECTIONS,,,,
2021-05-09,9879405426,CELLCO PARTNERSHIP,12207494,,2021-05-26,645314,1560.85,18.0,CORRECTIONS,,,,
2021-05-08,570581191,UNITED PARCEL SERVICE,12017083,01,2021-05-26,644518,348.17,18.0,CORRECTIONS,,,,
2021-05-05,186048,MET ONE INSTRUMENTS INC,12125323,,2021-05-26,645397,986.15,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-06,28201887 MAY21,NORTHWESTERN CORPORATION,12028962,15,2021-05-26,646417,59.58,14.0,PUBLIC SAFETY,,,,
2021-05-10,INV8730527,MARCO TECHNOLOGIES LLC,12201534,,2021-05-26,645952,73.01,18.0,CORRECTIONS,,,,
2021-04-28,25108,HURON NEWSPAPERS LLC,12018176,,2021-05-26,645384,30.96,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-18,DCM9825885,COTEAU DES PRAIRIES HOSPITAL &,12031356,,2021-05-26,645987,12.03,19.0,HUMAN SERVICES,,,,
2021-05-17,162115341,NORTHWESTERN CORPORATION,12028962,15,2021-05-26,646841,140.08,16.0,MILITARY,,,,
2021-05-21,060121,SAM GLENN INC,12451101,,2021-05-26,646942,5500.0,18.0,CORRECTIONS,,,,
2021-05-10,1421215645,RAPID CITY MEDICAL CENTER,12029569,01,2021-05-26,644106,41.67,14.0,PUBLIC SAFETY,,,,
2021-05-20,41458205202021,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-26,645396,132.42,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-03,467536-473053,SUDS & DUDS INC,12049672,,2021-05-26,645451,235.88,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-20,399208,BIEGLER EQUIPMENT INC,12041497,,2021-05-26,646731A,121.96,11.0,TRANSPORTATION,,,,
2021-05-20,8539,VNDR   12595822,12595822,01,2021-05-26,646462,4770.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-13,2091,GLORY HOUSE OF SIOUX FALLS,12032431,,2021-05-26,647307,44195.0,18.0,CORRECTIONS,,,,
2021-05-18,IN959840,CARAHSOFT TECHNOLOGY CORP,12358817,,2021-05-26,646693,3546.76,10.0,LABOR AND REGULATION,,,,
2021-05-13,MALECTP2021-04,CORNERSTONE RESCUE MISSION INC,12017516,,2021-05-26,647308,61650.0,18.0,CORRECTIONS,,,,
2021-05-07,1186,DAKOTA COUNSELING INSTITUTE,12032458,,2021-05-26,644256,794.31,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2021-05-07,31214 050721,MONTANA-DAKOTA UTILITIES,12020954,12,2021-05-26,644369,37.49,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-13,IVC-2-1776585,VARI SALES CORPORATION,12605044,,2021-05-26,646691,810.0,10.0,LABOR AND REGULATION,,,,
2021-05-17,INV-118436,VNDR   12564085,12564085,,2021-05-26,644996,1190.0,9.0,HEALTH,,,,
2021-04-30,73884,LAWRENCE & SCHILLER INC,12035149,,2021-05-26,648031,6040.53,4.0,TOURISM,,,,
2021-05-17,0483031,SUDS & DUDS INC,12049672,,2021-05-26,646694,13.95,10.0,LABOR AND REGULATION,,,,
2021-04-27,30591,NOVEYA INCORPORATED,12053327,,2021-05-26,646432,77.0,14.0,PUBLIC SAFETY,,,,
2021-05-13,T091438MAY2021,CENTURYLINK COMMUNICATIONS LLC,12188416,,2021-05-26,646677,221.01,9.0,HEALTH,,,,
2021-05-18,DCM10464233,AVERA MCKENNAN,12029758,F5,2021-05-26,646019,12.03,19.0,HUMAN SERVICES,,,,
2021-05-05,404152448,VNDR   12619327,12619327,,2021-05-26,645694,597.84,14.0,PUBLIC SAFETY,,,,
2021-05-21,067C-02,INDUSTRIAL BUILDERS INC,12027228,,2021-05-26,648072,62619.43,11.0,TRANSPORTATION,,,,
2021-05-21,07K7-02,INTERSTATE IMPROVEMENT INC,12024113,,2021-05-26,648073,80434.93,11.0,TRANSPORTATION,,,,
2021-04-23,1421215649,VNDR   12658201,12658201,,2021-05-26,644110,326.0,14.0,PUBLIC SAFETY,,,,
2021-02-01,I1481134,STREICHERS,12022224,,2021-05-26,644095,3575.0,14.0,PUBLIC SAFETY,,,,
2021-04-30,SC12119C-067-15,BLACK HILLS SPECIAL SERVICES,12037282,,2021-05-26,646128,97018.9,12.0,EDUCATION,,,,
2021-04-13,C261277443:01,I STATE TRUCK INC,12291406,,2021-05-26,645533,55.38,11.0,TRANSPORTATION,,,,
2021-04-22,269-961071,SUBHAN HOTELS LLC,12561261,,2021-05-26,645229,225.0,12.0,EDUCATION,,,,
2021-05-15,518867,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-26,644979,217.18,9.0,HEALTH,,,,
2021-05-10,9879563309,CELLCO PARTNERSHIP,12207494,,2021-05-26,644124,2280.61,14.0,PUBLIC SAFETY,,,,
2021-05-10,8862390,MCI COMMUNICATION SERVICES,12058467,05,2021-05-26,644126,81.62,14.0,PUBLIC SAFETY,,,,
2021-05-13,162115261,NORTHWESTERN CORPORATION,12028962,15,2021-05-26,645757,31.83,16.0,MILITARY,,,,
2021-03-25,CAREFEBMAR21,DIVERSIFIED ENTERPRISES INC,12044244,,2021-05-26,647814,12810.75,19.0,HUMAN SERVICES,,,,
2021-05-20,804,"CASTRO, BRISNA Y",12656670,,2021-05-26,644850,33.32,18.0,CORRECTIONS,,,,
2021-04-22,3903-2,SHERWIN-WILLIAMS COMPANY,12015810,06,2021-05-26,647157,16.16,6.0,"GAME, FISH AND PARKS",,,,
2021-05-05,183414,W W TIRE SERVICE INC,12037797,02,2021-05-26,645683,38.0,14.0,PUBLIC SAFETY,,,,
2021-05-20,12191,PARAMEDICS LOGISTICS SOUTH DAK,12586866,,2021-05-26,644986,3076.83,9.0,HEALTH,,,,
2021-05-12,082103341,PINE RIDGE IHS HOSPITAL,12047968,,2021-05-26,647213,100.0,8.0,SOCIAL SERVICES,,,,
2021-05-10,9896686095,GRAINGER,12016771,16,2021-05-26,645945,204.42,18.0,CORRECTIONS,,,,
2021-05-10,64820,JAG TEXTILE COMPANY,12311817,,2021-05-26,644523,1729.92,18.0,CORRECTIONS,,,,
2021-05-20,VRM210524354655,AVERA MCKENNAN,12029758,65,2021-05-26,647830,35.0,19.0,HUMAN SERVICES,,,,
2021-05-12,082103337,AVERA ST MARYS,12029913,01,2021-05-26,647209,100.0,8.0,SOCIAL SERVICES,,,,
2021-05-12,082103336,AVERA ST LUKES,12029725,01,2021-05-26,647208,20.0,8.0,SOCIAL SERVICES,,,,
2021-04-28,D12100384,"HANSEN, NICOLE",12600627,,2021-05-26,646375,54.0,12.0,EDUCATION,,,,
2021-05-24,04X21ACI0065,ARTS SOUTH DAKOTA,12530303,,2021-05-26,647028,6000.0,4.0,TOURISM,,,,
2021-05-24,2021-06,TRACT LLC,12652420,,2021-05-26,646935,6350.0,18.0,CORRECTIONS,,,,
2021-05-17,162115342,NORTHWESTERN CORPORATION,12028962,15,2021-05-26,646842,453.75,16.0,MILITARY,,,,
2021-05-04,IN3341126,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-05-26,646653,74.07,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-11,23740,FRIMAN OIL & GAS INC,12045142,,2021-05-26,644132,12.06,14.0,PUBLIC SAFETY,,,,
2021-04-28,1954450593,ARAMARK UNIFORM SERVICE,12126178,03,2021-05-26,647760,65.86,19.0,HUMAN SERVICES,,,,
2021-04-12,07J6-03,YANKTON COUNTY AUDITOR,12055290,07,2021-05-26,646986,2488.19,11.0,TRANSPORTATION,,,,
2021-04-12,07J1-02F,YANKTON COUNTY AUDITOR,12055290,07,2021-05-26,646994,478.63,11.0,TRANSPORTATION,,,,
2021-05-11,1602193494,ARAMARK UNIFORM & CAREER,12621433,01,2021-05-26,645705,15.38,14.0,PUBLIC SAFETY,,,,
2021-05-14,1421215771,MONTANA-DAKOTA UTILITIES,12020954,12,2021-05-26,645680,21.12,14.0,PUBLIC SAFETY,,,,
2021-04-28,D12100383,VNDR   12568981,12568981,,2021-05-26,646376,54.0,12.0,EDUCATION,,,,
2021-05-14,042,JANICE LEE TEDDER,12628471,,2021-05-26,646683,441.0,9.0,HEALTH,,,,
2021-05-21,053021,VNDR   12518316,12518316,,2021-05-26,646112,170.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-29,1427153,OFFUTT COMPANIES INC,12560199,,2021-05-26,646204,60767.25,6.0,"GAME, FISH AND PARKS",,,,
2021-05-10,67671,M G OIL COMPANY,12035221,,2021-05-26,646790,1181.06,17.0,VETERANS' AFFAIRS,,,,
2021-05-24,04X21ACI0025,ARTS SOUTH DAKOTA,12530303,,2021-05-26,647030,7500.0,4.0,TOURISM,,,,
2021-05-13,T090185MAY2021,CENTURYLINK COMMUNICATIONS LLC,12188416,,2021-05-26,647440,60.18,9.0,HEALTH,,,,
2021-04-09,07J0-03F,YANKTON COUNTY AUDITOR,12055290,07,2021-05-26,646995,1003.24,11.0,TRANSPORTATION,,,,
2021-05-20,62149105202021,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-26,645394,195.54,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-18,39744,LACEY RENTALS INC,12320016,,2021-05-26,646619,96.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-07,ANGO05072021,BLACK HILLS ELECTRIC CO-OP,12028516,,2021-05-26,647167,3959.18,6.0,"GAME, FISH AND PARKS",,,,
2021-04-30,0050131,PACKAGE DELIVERY CO,12028973,02,2021-05-26,645311,48.0,18.0,CORRECTIONS,,,,
2021-05-17,70742SC008411,MP FT PIERRE LLC,12511684,,2021-05-26,646191,77.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-17,7-369-18944,FEDEX,12117623,01,2021-05-26,646197,83.56,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-04-07,CVC4751,MISSOURI RIVERS EDGE LLC,12159033,,2021-05-26,614131,231.0,14.0,PUBLIC SAFETY,,,,
2021-05-15,7953-4667,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-26,645679,45.32,14.0,PUBLIC SAFETY,,,,
2021-04-20,3003679701,USDA FOREST SERVICE,US,A7,2021-05-26,644378,61000.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-12,12064506,VENTURE COMMUNICATIONS CO-OP,12030120,,2021-05-26,646717,52.52,11.0,TRANSPORTATION,,,,
2021-04-19,WF2160093GEORGE,BATTLE CREEK FIRE DISTRICT,12578275,,2021-05-26,644397,5612.84,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-18,8A,"BERGERON, CHANTEL",12562170,,2021-05-26,647327,194.44,19.0,HUMAN SERVICES,,,,
2021-03-12,RCJANITORAPR-JUN,BH SERVICES INC,12018057,,2021-05-26,599376,2676.83,10.0,LABOR AND REGULATION,,,,
2021-04-09,0468821,SUDS & DUDS INC,12049672,,2021-05-26,646421,14.18,14.0,PUBLIC SAFETY,,,,
2021-03-21,1421214913,MISSOURI RIVERS EDGE LLC,12159033,,2021-05-26,614176,770.0,14.0,PUBLIC SAFETY,,,,
2021-04-14,25793449APR DL,UNKE-LYONS INC,12030794,,2021-05-26,646402,162.53,14.0,PUBLIC SAFETY,,,,
2021-05-19,21SC193073-JUN20,VNDR   12027177,12027177,05,2021-05-26,647792,1727.55,19.0,HUMAN SERVICES,,,,
2021-05-18,510268,INDEPENDENT LIVING CHOICES,12039394,,2021-05-26,647774,1781.32,19.0,HUMAN SERVICES,,,,
2021-04-07,CVC4720,MISSOURI RIVERS EDGE LLC,12159033,,2021-05-26,614132,308.0,14.0,PUBLIC SAFETY,,,,
2021-05-06,26973,DAKOTA PUMP & CONTROL CO INC,12037562,,2021-05-26,646201,1235.57,6.0,"GAME, FISH AND PARKS",,,,
2021-04-30,73888,LAWRENCE & SCHILLER INC,12035149,,2021-05-26,648030,482.9,4.0,TOURISM,,,,
2021-05-21,E0821SCE803FEB1,SD DEPT OF HEALTH,STATE,A0,2021-05-26,646264,0.0,8.0,SOCIAL SERVICES,,,,
2021-05-17,5015237,VERITEXT CORP,12286523,,2021-05-26,644356,200.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-05-14,0015243-IN,RUSHMORE COMMUNICATIONS INC,12049589,,2021-05-26,645456,485.73,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-04-28,21943149&9983857,BLACK HILLS POWERSPORTS,12050413,,2021-05-26,645454,787.07,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-15,518969,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-26,645678,16.0,14.0,PUBLIC SAFETY,,,,
2021-05-17,70742SC008405,MP FT PIERRE LLC,12511684,,2021-05-26,646193,77.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-17,60502720100,GROWMARK INC,12018538,,2021-05-26,645548,1735.2,11.0,TRANSPORTATION,,,,
2021-04-26,6107147,KNECHT LLC,12555937,02,2021-05-26,645803,14.94,16.0,MILITARY,,,,
2021-05-17,4237232,SPEE DEE DELIVERY SERVICE INC,12022334,,2021-05-26,646674,39.58,9.0,HEALTH,,,,
2021-04-25,162115287,CENTURYLINK COMMUNICATIONS LLC,12188416,,2021-05-26,646869,82.43,16.0,MILITARY,,,,
2021-05-17,69543,RAPID CITY -- CITY OF,12055002,,2021-05-26,644981,73.12,9.0,HEALTH,,,,
2021-05-20,3704504,NATIONAL ASSN OF MEDICAID,12366724,,2021-05-26,644871,150.0,8.0,SOCIAL SERVICES,,,,
2021-03-31,6155,PRECISION FORMS & GRAPHICS INC,12023320,,2021-05-26,646697,1010.0,10.0,LABOR AND REGULATION,,,,
2021-05-03,39525,LACEY RENTALS INC,12320016,,2021-05-26,645302,460.0,18.0,CORRECTIONS,,,,
2021-05-03,1965,BLUE KNIGHT SECURITY LLC,12608932,,2021-05-26,645275,2925.0,18.0,CORRECTIONS,,,,
2021-05-06,230850,SWEETMAN CONSTRUCTION COMPANY,12029188,01,2021-05-26,644810,1275.25,6.0,"GAME, FISH AND PARKS",,,,
2021-05-05,1457,"SCHNELL, LEO",12574185,,2021-05-26,646243,50.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-20,510261,UNKE-LYONS INC,12030794,,2021-05-26,647977,94.39,19.0,HUMAN SERVICES,,,,
2021-05-12,58266562,MCMASTER-CARR SUPPLY COMPANY,12016786,,2021-05-26,644522,117.21,18.0,CORRECTIONS,,,,
2021-05-21,E0910825CON21566,AVERA HEALTH,12044986,04,2021-05-26,646589,0.0,9.0,HEALTH,,,,
2021-05-20,459299,CITY OF BELLE FOURCHE,12054278,01,2021-05-26,646758,5.88,11.0,TRANSPORTATION,,,,
2021-05-07,2553442150721,NORTHWESTERN CORPORATION,12028962,15,2021-05-26,646725,213.88,11.0,TRANSPORTATION,,,,
2021-05-18,VRM210519354069,AVERA MCKENNAN,12029758,F9,2021-05-26,647329,12.03,19.0,HUMAN SERVICES,,,,
