document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2021-03-18,185247,REGENCY MIDWEST VENTURES PARTN,12177768,08,2021-03-29,607447,231.0,11.0,TRANSPORTATION,,,,
2021-03-18,185248,REGENCY MIDWEST VENTURES PARTN,12177768,08,2021-03-29,607449,231.0,11.0,TRANSPORTATION,,,,
2021-02-01,01BX023-10,"DEROCHER, JUSTIN",12498084,,2021-03-29,607826,3321.32,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-18,72442747931821,NORTHERN STATES POWER COMPANY,12023853,,2021-03-29,608035,9.86,11.0,TRANSPORTATION,,,,
2021-03-18,8117810221,SESDAC INC,12033367,03,2021-03-29,607814,6131.06,11.0,TRANSPORTATION,,,,
2021-03-18,909275019,GRAHAM TIRE CO OF ABERDEEN INC,12037441,,2021-03-29,607521,469.94,11.0,TRANSPORTATION,,,,
2021-02-02,102536,ULTEIG,12027184,02,2021-03-29,607053,10621.45,11.0,TRANSPORTATION,,,,
2021-02-28,700001521022021,MONUMENT HEALTH NETWORK INC,12037199,49,2021-03-29,606923,50.0,9.0,HEALTH,,,,
2021-03-24,0633002,DUDLEY LAUNDRY CO,12057489,,2021-03-29,607892,50.9,12.0,BUREAU OF ADMINISTRATION,,,,
2021-02-26,909273848,GRAHAM TIRE CO OF ABERDEEN INC,12037441,,2021-03-29,607852,51.69,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-10,000532629,REDSAIL TECHNOLOGIES LLC,12615471,,2021-03-29,607312,40.04,19.0,HUMAN SERVICES,,,,
2020-10-13,1898393,CLARK EQUIPMENT COMPANY,12302140,,2021-03-29,606802,11808.56,6.0,"GAME, FISH AND PARKS",,,,
2021-03-18,SOI022021,AT&T MOBILITY II LLC,12279233,,2021-03-29,608050,11787.56,11.0,TRANSPORTATION,,,,
2021-03-05,5962,SOUTHEASTERN BEHAV HLTHCARE,12029954,03,2021-03-29,607287,346.74,19.0,HUMAN SERVICES,,,,
2021-02-02,6540282,RUNNING SUPPLY INC,12021713,,2021-03-29,607513,51.46,11.0,TRANSPORTATION,,,,
2021-02-02,15908,CIVIL DESIGN INC,12051316,,2021-03-29,607796,214.08,11.0,TRANSPORTATION,,,,
2021-02-27,43034,H&H REPAIR INC,12305289,,2021-03-29,607825,543.3,12.0,BUREAU OF ADMINISTRATION,,,,
2021-02-24,7283,BROSZ ENGINEERING INC,12027853,02,2021-03-29,607806,12225.86,11.0,TRANSPORTATION,,,,
2020-10-05,082102903,VNDR   12025398,12025398,,2021-03-29,606859,435.88,8.0,SOCIAL SERVICES,,,,
2021-03-09,6844059,DAKOTA FLUID POWER INC,12044237,,2021-03-29,607536,1391.73,11.0,TRANSPORTATION,,,,
2021-03-20,072-433088,MITCHELL HOTEL LLC,12589953,,2021-03-29,607206,76.5,18.0,CORRECTIONS,,,,
2021-02-22,332421,JERRYS CHEVROLET BUICK GMC,12479160,,2021-03-29,607860,69.84,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-24,21SC190014032421,"EVEN, BRENDA M",12080737,,2021-03-29,607333,904.68,19.0,HUMAN SERVICES,,,,
2021-02-25,604584,FARNAMS GENUINE PARTS INC,12022095,,2021-03-29,607849,21.27,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-04,1602159345,ARAMARK UNIFORM & CAREER,12621433,01,2021-03-29,607314,233.8,19.0,HUMAN SERVICES,,,,
2021-02-10,400521,SHORT ELLIOTT HENDRICKSON,12021809,,2021-03-29,607787,2335.47,11.0,TRANSPORTATION,,,,
2021-03-29,251R4471,BELLE FOURCHE-CITY OF,12054278,03,2021-03-29,607780,562.84,25.0,RETIREMENT SYSTEM,,,,
2021-03-20,21SC081312-MAR,MEWS SERVICES INC,12043927,,2021-03-29,606873,189.14,19.0,HUMAN SERVICES,,,,
2021-02-22,82488,VERMILLION FORD INC,12029700,,2021-03-29,607868,41.88,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-24,INV8576645,MARCO TECHNOLOGIES LLC,12201534,,2021-03-29,606976,56.54,14.0,PUBLIC SAFETY,,,,
2021-02-26,49896,WHEELHOUSE PLUMBING INC,12026750,,2021-03-29,607212,900.0,18.0,CORRECTIONS,,,,
2021-03-24,DCM7773728,CNOS PC,12025661,01,2021-03-29,607673,23.53,19.0,HUMAN SERVICES,,,,
2021-02-28,1-01410-000221,CITY OF CUSTER,12054435,,2021-03-29,607470,364.66,11.0,TRANSPORTATION,,,,
2021-03-17,21SC081313-MAR,"SCOTT, RICHARD P",12098898,,2021-03-29,606872,50.32,19.0,HUMAN SERVICES,,,,
2021-01-13,4743,QUALITY BODY SHOP INC,12041590,,2021-03-29,607828,4501.27,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-16,VOC03162021AS,RAPID TRANSIT SYSTEM,12055002,04,2021-03-29,608102,30.0,19.0,HUMAN SERVICES,,,,
2021-03-26,DCM7963654,MRO CORPORATION,12001913,,2021-03-29,607751,10.76,19.0,HUMAN SERVICES,,,,
2021-03-22,0333136159,CIOX HEALTH LLC,12115581,01,2021-03-29,607300,35.0,19.0,HUMAN SERVICES,,,,
2021-03-09,SI-56728,INTERIOR TECHNICIANS INC,12133602,,2021-03-29,607572,1893.27,16.0,MILITARY,,,,
2021-03-12,24184,"RICHARDS, TERRI",12096781,,2021-03-29,607906,129.87,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-09,9830454329,GRAINGER,12016771,16,2021-03-29,607586,68.21,16.0,MILITARY,,,,
2021-03-24,DCM7965511,CIOX HEALTH LLC,12115581,01,2021-03-29,607715,12.03,19.0,HUMAN SERVICES,,,,
2021-03-09,0056687,TSP INC,12030546,01,2021-03-29,607607,1115.62,16.0,MILITARY,,,,
2021-03-26,DCM7901717,MRO CORPORATION,12001913,,2021-03-29,607737,10.76,19.0,HUMAN SERVICES,,,,
2021-03-25,DCM7922584,"CONKLIN, GINGER",12599768,,2021-03-29,607743,12.03,19.0,HUMAN SERVICES,,,,
2021-03-16,978590,VNDR   12048320,12048320,,2021-03-29,607445,500.0,11.0,TRANSPORTATION,,,,
2021-01-11,33751,LAKE PRESTON AUTOMOTIVE REPAIR,12051946,,2021-03-29,607820,1868.6,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-10,913040-00,ELECTRICAL ENGINEERING & EQUIP,12152527,,2021-03-29,607363,2142.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-18,0315131-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2021-03-29,607202,219.0,18.0,CORRECTIONS,,,,
2021-03-20,21SC081312-MAR,MEWS SERVICES INC,12043927,,2021-03-29,606873,1189.86,8.0,SOCIAL SERVICES,,,,
2021-03-08,B13128856,SHI INTERNATIONAL CORP,12011614,02,2021-03-29,607922,19561.45,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-08,8694070,MIDWEST MOTOR SUPPLY CO INC,12014862,,2021-03-29,607530,198.0,11.0,TRANSPORTATION,,,,
2021-03-01,2050,VNDR   12599863,12599863,,2021-03-29,607355,1758.8,13.0,BUREAU OF INFORMATION & TELE.,,,,
2020-12-14,20006866.00-1,VNDR   12022706,12022706,03,2021-03-29,607925,7200.0,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-11,08654,MENARDS,12019798,12,2021-03-29,607226,102.92,18.0,CORRECTIONS,,,,
2021-02-22,332417,JERRYS CHEVROLET BUICK GMC,12479160,,2021-03-29,607861,69.84,12.0,BUREAU OF ADMINISTRATION,,,,
2020-12-15,KOPFMANNDEC15-20,"KOPFMANN, DARWIN R",12582839,,2021-03-29,607616,500.0,17.0,VETERANS' AFFAIRS,,,,
2021-03-13,3472042311,STAPLES CONTRACT & COMMERCIALC,12163692,,2021-03-29,607917,225.84,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-10,730166675,FEDEX,12117623,01,2021-03-29,606924,47.88,9.0,HEALTH,,,,
2021-03-25,DCC326983,GOEHRING ENTERPRISES INC,12040804,,2021-03-29,607723,316.2,19.0,HUMAN SERVICES,,,,
2021-03-24,VRM210326351187,AVERA MCKENNAN,12029758,65,2021-03-29,608099,12.03,19.0,HUMAN SERVICES,,,,
2021-03-24,DCM7969137,AVERA ST MARYS,12029913,06,2021-03-29,607716,12.03,19.0,HUMAN SERVICES,,,,
2021-03-17,34715,ENNING PROPANE INC,12483474,,2021-03-29,607494,1175.53,11.0,TRANSPORTATION,,,,
2021-03-19,0341345-IN,STERN OIL COMPANY INC,12036633,,2021-03-29,607244,2329.03,18.0,CORRECTIONS,,,,
2021-03-22,INV2000107340,ELIOR INC,12548705,01,2021-03-29,606987,3721.96,29.0,ATTORNEY GENERAL,,,,
2021-03-10,5932886,KNECHT LLC,12555937,02,2021-03-29,607269,33.64,18.0,CORRECTIONS,,,,
2021-03-09,6568852,RUNNING SUPPLY INC,12021713,,2021-03-29,607510,191.12,11.0,TRANSPORTATION,,,,
2021-03-23,90671814,TRANSLOGIC CORPORATION,12573652,,2021-03-29,607204,25000.0,18.0,CORRECTIONS,,,,
2021-03-23,IN820368,A & B BUSINESS INC,12036980,,2021-03-29,607230,9.65,18.0,CORRECTIONS,,,,
2021-03-24,8369359X03242021,AT&T MOBILITY II LLC,12279233,,2021-03-29,607344,648.45,288.0,LEGISLATIVE AUDIT,,,,
2021-03-05,01310150,"WOUNDED HEAD, GABRIEL B",12659684,,2021-03-29,607354,300.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-08,14559249-00,CONSTRUCTION SUPPLY ACQUISITIO,12596287,,2021-03-29,607479,776.65,11.0,TRANSPORTATION,,,,
2021-03-24,8690639742113,US BANK NA,12014403,09,2021-03-29,607383,73.35,18.0,CORRECTIONS,,,,
2021-02-25,378479,BOYER FORD TRUCKS SIOUX FALLS,12048868,,2021-03-29,607840,135.66,12.0,BUREAU OF ADMINISTRATION,,,,
2021-02-24,01-122645,PFEIFER IMPLEMENT CO INC,12030266,,2021-03-29,607575,152.97,16.0,MILITARY,,,,
2021-03-16,8118740221,COMMUNITY COORDINATED TRANSPOR,12050075,,2021-03-29,607809,207595.78,11.0,TRANSPORTATION,,,,
2021-02-10,141300,HOWARD R GREEN COMPANY,12164334,,2021-03-29,607788,121.67,11.0,TRANSPORTATION,,,,
2021-03-16,162114376,CEMCON INC,12659674,,2021-03-29,607578,2800.0,16.0,MILITARY,,,,
2021-03-25,DCC410626,MONUMENT HEALTH RAPID CITY HOS,12033335,28,2021-03-29,607724,53.66,19.0,HUMAN SERVICES,,,,
2021-03-15,21SC190008031521,VNDR   12271620,12271620,,2021-03-29,603702,1055.46,19.0,HUMAN SERVICES,,,,
2021-03-18,939553B,MAXI AIDS INC,12004130,,2021-03-29,607273,24.95,19.0,HUMAN SERVICES,,,,
2021-03-25,DCM7769108,CIOX HEALTH LLC,12115581,01,2021-03-29,607732,17.53,19.0,HUMAN SERVICES,,,,
2021-03-25,DCM7377997,WEERHEIM SPECIFIC INC,12347905,,2021-03-29,607729,35.0,19.0,HUMAN SERVICES,,,,
2021-03-15,INV2600006142,ELIOR INC,12548705,,2021-03-29,607327,2457.63,19.0,HUMAN SERVICES,,,,
2021-03-18,VRM210325352908,SIOUX FALLS FAMILY VISION,12050048,02,2021-03-29,607293,12.03,19.0,HUMAN SERVICES,,,,
2021-03-15,INV2600006141,ELIOR INC,12548705,,2021-03-29,607326,1784.92,19.0,HUMAN SERVICES,,,,
2021-03-15,10832605,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-03-29,606898,1183.83,9.0,HEALTH,,,,
2021-03-19,VRM210325351195,YANKTON MEDICAL CLINIC PC,12037575,,2021-03-29,607289,12.03,19.0,HUMAN SERVICES,,,,
2021-03-17,4276760,CARDINAL HEALTH 110 INC,12117161,01,2021-03-29,606956,271.43,9.0,HEALTH,,,,
2021-03-25,1411,RED D HAUL LLC,12630008,,2021-03-29,607889,160.0,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-08,121719A,G & R CONTROLS INC,12039900,,2021-03-29,607577,650.0,16.0,MILITARY,,,,
2021-03-19,21SC08A307-FEB6,YANKTON MEDICAL CLINIC PC,12037575,,2021-03-29,606878,8.15,8.0,SOCIAL SERVICES,,,,
2021-03-17,2064412,LYLE SIGNS INC,12020914,01,2021-03-29,607453,50.0,11.0,TRANSPORTATION,,,,
2021-03-19,0245183-IN,CHARM-TEX,12004072,,2021-03-29,606842,413.48,8.0,SOCIAL SERVICES,,,,
2021-03-18,RX7128832,CSRX INC,12209287,,2021-03-29,606822,36.49,8.0,SOCIAL SERVICES,,,,
2021-03-01,SI87004675,ARCHITECTURAL ROOFING & SHEET,12045040,,2021-03-29,607560,1055.0,16.0,MILITARY,,,,
2021-03-16,VRM210326350580,VISTA CARE SOUTH DAKOTA LLC,12604732,,2021-03-29,608094,78.66,19.0,HUMAN SERVICES,,,,
2021-03-15,7001216403,ILLUMINA INC,12548150,,2021-03-29,606932,1598.21,9.0,HEALTH,,,,
2021-03-19,IN819107,A & B BUSINESS INC,12036980,,2021-03-29,606869,12.23,19.0,HUMAN SERVICES,,,,
2020-12-31,20120544,RIVERFRONT BROADCASTING LLC,12140242,,2021-03-29,607318,2580.0,19.0,HUMAN SERVICES,,,,
2021-03-19,1111330321,ROBERT STOLTE,12562367,,2021-03-29,607061,11080.24,11.0,TRANSPORTATION,,,,
2021-03-25,DCM7969107,CAPITAL AREA COUNSELING SVC,12032117,,2021-03-29,607755,11.79,19.0,HUMAN SERVICES,,,,
2021-03-11,30619,FMG INC,12040282,,2021-03-29,607612,6245.0,16.0,MILITARY,,,,
2021-03-25,128329,DEUEL COUNTY MOTOR SUPPLY INC,12614917,,2021-03-29,607471,256.81,11.0,TRANSPORTATION,,,,
2021-03-11,568-K107P9C,VA BLACK HILLS HEALTHCARE SYST,12046048,01,2021-03-29,607583,9894.41,16.0,MILITARY,,,,
2021-03-25,57725827,SD HOSPITALITY LLC,12590327,,2021-03-29,608038,231.0,11.0,TRANSPORTATION,,,,
2021-03-11,58743,COMMERCIAL KITCHEN PRODUCTS,12544840,,2021-03-29,607587,19.9,16.0,MILITARY,,,,
2021-03-16,9974462X03242021,AT&T MOBILITY II LLC,12279233,,2021-03-29,606981,2086.5,29.0,ATTORNEY GENERAL,,,,
2021-03-16,7113101X03242021,AT&T MOBILITY II LLC,12279233,,2021-03-29,606980,33.24,29.0,ATTORNEY GENERAL,,,,
2021-03-16,2358677X03242021,AT&T MOBILITY II LLC,12279233,,2021-03-29,606982,1394.84,29.0,ATTORNEY GENERAL,,,,
2021-03-24,M1210251,LEAD-DEADWOOD SCHOOL DIST 40-1,12031442,02,2021-03-29,M607031,21856.0,12.0,EDUCATION,,,,
2021-03-16,59404,SHANE LILLEBO,12503200,,2021-03-29,607579,24.5,16.0,MILITARY,,,,
2021-03-16,6-35570,DALES TIRE & RETREADING INC,12032455,,2021-03-29,607589,1166.2,16.0,MILITARY,,,,
2021-03-19,09192021HEALTH,MONTANA-DAKOTA UTILITIES,12020954,12,2021-03-29,606904,55.59,9.0,HEALTH,,,,
2021-03-19,031921HEALTH,MONTANA-DAKOTA UTILITIES,12020954,12,2021-03-29,606905,47.21,9.0,HEALTH,,,,
2021-03-18,91344364,HENRY SCHEIN,12004172,,2021-03-29,608009,416.79,9.0,HEALTH,,,,
2021-03-04,1-575909,GREAT WESTERN TIRE INC,12038151,,2021-03-29,607836,534.85,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-09,5452816,MONROE TRUCK EQUIPMENT INC,12404752,,2021-03-29,607517,505.67,11.0,TRANSPORTATION,,,,
2021-03-16,0076724X03242021,AT&T MOBILITY II LLC,12279233,,2021-03-29,606984,1961.13,29.0,ATTORNEY GENERAL,,,,
2021-03-24,DCM7961249,BLACK HILLS PEDIATRICS,12038729,,2021-03-29,607710,12.03,19.0,HUMAN SERVICES,,,,
2021-03-24,069U-01,BITUMINOUS PAVING INC,12022046,,2021-03-29,607041,62500.0,11.0,TRANSPORTATION,,,,
2021-02-28,0001305854-IN,WEX HEALTH INC,12660084,01,2021-03-29,607074,4309.25,14.0,BUREAU OF HUMAN RESOURCES,,,,
2021-03-12,483718-0,CARDINAL HEALTH INC,12117161,,2021-03-29,607315,-5.55,19.0,HUMAN SERVICES,,,,
2021-02-19,30279,NOVEYA INCORPORATED,12053327,,2021-03-29,608045,154.0,11.0,TRANSPORTATION,,,,
2021-03-12,62127-FF,BLOCKHOUSE COMPANY INC,12391298,,2021-03-29,607309,3108.5,19.0,HUMAN SERVICES,,,,
2021-03-25,DCM7917764,CAPITAL AREA COUNSELING SVC,12032117,,2021-03-29,607742,11.79,19.0,HUMAN SERVICES,,,,
2021-03-24,DCM7940891,SIOUX FALLS CARDIOVASCULAR PC,12010593,,2021-03-29,607704,12.03,19.0,HUMAN SERVICES,,,,
2021-03-24,DCM7958352,RP RENKA MD,12036767,,2021-03-29,607709,12.03,19.0,HUMAN SERVICES,,,,
2021-03-19,IN819106,A & B BUSINESS INC,12036980,,2021-03-29,607240,309.65,18.0,CORRECTIONS,,,,
2021-03-03,1717152318,GRAHAM TIRE COMPANYS,12040582,,2021-03-29,607824,611.55,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-19,2103-153035,WATERTOWN CASHWAY LUMBER INC,12039996,,2021-03-29,607411,5.39,6.0,"GAME, FISH AND PARKS",,,,
2021-02-26,4,"WALZ, CARMEN K",12611270,,2021-03-29,607598,3500.0,16.0,MILITARY,,,,
2021-03-17,34787,ENNING PROPANE INC,12483474,,2021-03-29,606773,851.22,6.0,"GAME, FISH AND PARKS",,,,
2021-03-17,34785,ENNING PROPANE INC,12483474,,2021-03-29,606772,730.48,6.0,"GAME, FISH AND PARKS",,,,
2021-03-17,162114411,"NELSON, STEPHANIE M",12435432,,2021-03-29,607594,1000.0,16.0,MILITARY,,,,
2021-03-19,VRM210326353359,SLINGSBY WRIGHT EYE SURGERY &,12053079,,2021-03-29,608117,452.0,19.0,HUMAN SERVICES,,,,
2021-01-31,25919,BLACK HILLS SPECIAL SVC COOP,12037282,17,2021-03-29,607272,28.77,19.0,HUMAN SERVICES,,,,
2021-03-26,70742SC008335,MP FT PIERRE LLC,12511684,,2021-03-29,607072,77.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-03-22,4200614,SPEE DEE DELIVERY SERVICE INC,12022334,,2021-03-29,606902,668.36,9.0,HEALTH,,,,
2021-03-23,1590009937,POMPS TIRE SERVICE INC,12019738,,2021-03-29,607480,283.9,11.0,TRANSPORTATION,,,,
2021-02-22,2831,ULTIMATE EDGE & LANDSCAPING LL,12574652,,2021-03-29,607599,260.2,16.0,MILITARY,,,,
2021-02-24,9816906763,GRAINGER,12016771,16,2021-03-29,607574,80.3,16.0,MILITARY,,,,
2021-03-25,463134,SUDS & DUDS INC,12049672,,2021-03-29,607503,58.23,11.0,TRANSPORTATION,,,,
2021-03-25,223789,JENSEN ROCK & SAND INC,12031491,01,2021-03-29,607541,195.0,11.0,TRANSPORTATION,,,,
2021-03-08,1944104744,MEDLINE INDUSTRIES INC,12017160,,2021-03-29,607622,4367.97,17.0,VETERANS' AFFAIRS,,,,
2021-02-02,082102899,VNDR   12025398,12025398,,2021-03-29,606855,487.16,8.0,SOCIAL SERVICES,,,,
2020-12-03,32990,GREAT ESCAPE INC,12043470,,2021-03-29,607388,48401.49,6.0,"GAME, FISH AND PARKS",,,,
2021-03-16,9440662,CDW GOVERNMENT INC,12018139,01,2021-03-29,606964,51.0,9.0,HEALTH,,,,
2021-03-05,01310150,VNDR   12659684,12659684,,2021-03-29,607354,300.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-13,T0910185APR2021,CENTURYLINK COMMUNICATIONS LLC,12188416,,2021-03-29,606929,59.88,9.0,HEALTH,,,,
2021-03-25,IN3302897,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-03-29,607934,68.83,28.0,LOTTERY,,,,
2021-03-03,I1093151,VNDR   12153689,12153689,,2021-03-29,607835,665.75,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-14,01310148,VNDR   12659684,12659684,,2021-03-29,607358,450.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-12,162114387,VISIONS CONSTRUCTION GROUP INC,12497704,,2021-03-29,607606,9000.0,16.0,MILITARY,,,,
2021-03-15,21SC082629-FEB,NE SOUTH DAKOTA COMMUNITY ACTI,12031721,,2021-03-29,607154,8873.26,8.0,SOCIAL SERVICES,,,,
2021-03-24,DCM7963588,AVERA MCKENNAN,12029758,A0,2021-03-29,607711,12.03,19.0,HUMAN SERVICES,,,,
2021-03-17,5078323,RUNNING SUPPLY INC,12021713,,2021-03-29,607403,184.96,6.0,"GAME, FISH AND PARKS",,,,
2021-03-18,1338653,NORTHWEST PIPE FITTINGS INC,12029986,,2021-03-29,606753,43.17,6.0,"GAME, FISH AND PARKS",,,,
2021-03-18,27110,MIDWAY SERVICE INC,12209579,,2021-03-29,606746,2079.4,6.0,"GAME, FISH AND PARKS",,,,
2021-03-18,9875803741,CELLCO PARTNERSHIP,12207494,,2021-03-29,606805,6546.89,6.0,"GAME, FISH AND PARKS",,,,
2021-03-12,27402510-0321,NORTHWESTERN ENERGY,12028962,,2021-03-29,607106,53.02,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-19,IN818934,A & B BUSINESS INC,12036980,,2021-03-29,607236,71.66,18.0,CORRECTIONS,,,,
2021-03-05,QB21073,COMBINED BUILDING SPECIALTIES,12047241,,2021-03-29,606978,224.0,14.0,PUBLIC SAFETY,,,,
2021-03-12,25562315-0321,NORTHWESTERN ENERGY,12028962,,2021-03-29,607121,391.99,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-02-09,73477467,ANDA INC,12116984,,2021-03-29,608014,1097.95,9.0,HEALTH,,,,
2021-03-12,25562208-0321,NORTHWESTERN ENERGY,12028962,,2021-03-29,607108,10.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-24,VRM210326353249,RUNNING SUPPLY INC,12021713,03,2021-03-29,608106,124.87,19.0,HUMAN SERVICES,,,,
2021-03-25,DCM7965397,CIOX HEALTH LLC,12115581,01,2021-03-29,607753,35.0,19.0,HUMAN SERVICES,,,,
2021-03-25,DCM7901694,MRO CORPORATION,12001913,,2021-03-29,607698,10.76,19.0,HUMAN SERVICES,,,,
2021-02-03,706264,SIOUX VALLEY COOPERATIVE,12030270,,2021-03-29,607405,480.46,6.0,"GAME, FISH AND PARKS",,,,
2021-03-12,25562174-0321,NORTHWESTERN ENERGY,12028962,,2021-03-29,607105,221.62,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-19,VRM210326353358,SLINGSBY WRIGHT EYE SURGERY &,12053079,,2021-03-29,608114,452.0,19.0,HUMAN SERVICES,,,,
2021-03-18,29532,FIRST RATE EXCAVATE INC,12038057,,2021-03-29,607603,382.5,16.0,MILITARY,,,,
2021-03-19,7745427,DUST-TEX SERVICE INC,12194908,,2021-03-29,607563,12.28,16.0,MILITARY,,,,
2021-03-22,468245,NYBERGS HARDWARE INC,12032400,01,2021-03-29,606975,19.97,14.0,PUBLIC SAFETY,,,,
2021-03-22,109540,OPHTHALMOLOGY ASSOCIATES LTD,12048196,,2021-03-29,607274,102.44,19.0,HUMAN SERVICES,,,,
2021-02-23,DCC262519,GREG SWENSON PHD INC,12006649,,2021-03-29,607719,552.59,19.0,HUMAN SERVICES,,,,
2021-03-12,25562141-0321,NORTHWESTERN ENERGY,12028962,,2021-03-29,607113,10.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-02-23,3815,R C S STORAGE LLC,12574598,,2021-03-29,607301,178.0,19.0,HUMAN SERVICES,,,,
2021-03-12,25562026-0321,NORTHWESTERN ENERGY,12028962,,2021-03-29,607104,174.99,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-23,VRM210325353215,AVERA MCKENNAN,12029758,65,2021-03-29,607284,12.03,19.0,HUMAN SERVICES,,,,
2021-03-19,33793,LANGFORD LUMBER CO INC,12150289,,2021-03-29,606788,185.31,6.0,"GAME, FISH AND PARKS",,,,
2021-03-19,32659,VIEHAUSER ENTERPRISES LLC,12389035,,2021-03-29,607396,84.96,6.0,"GAME, FISH AND PARKS",,,,
2021-03-24,DCM7963589,AVERA QUEEN OF PEACE,12029749,01,2021-03-29,607712,15.53,19.0,HUMAN SERVICES,,,,
2021-03-25,127966,DEUEL COUNTY MOTOR SUPPLY INC,12614917,,2021-03-29,607472,169.76,11.0,TRANSPORTATION,,,,
2021-02-24,325399,FARNAMS GENUINE PARTS INC,12022095,,2021-03-29,607851,3.91,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-22,165952,STANFORD-ROLAND HEARING &,12038541,01,2021-03-29,608101,10.0,19.0,HUMAN SERVICES,,,,
2021-03-22,VRM210326352555,CAPITAL AREA COUNSELING SVC,12032117,,2021-03-29,608096,12.03,19.0,HUMAN SERVICES,,,,
2021-03-22,VRM210326347192,VISTA CARE SOUTH DAKOTA LLC,12604732,,2021-03-29,608090,20.98,19.0,HUMAN SERVICES,,,,
2021-03-09,3471716486,STAPLES CONTRACT & COMMERCIALC,12163692,,2021-03-29,607912,35.0,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-09,3471716487,STAPLES CONTRACT & COMMERCIALC,12163692,,2021-03-29,607911,215.34,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-22,109530,OPHTHALMOLOGY ASSOCIATES LTD,12048196,,2021-03-29,608086,670.59,19.0,HUMAN SERVICES,,,,
2021-03-24,CD563288,AVERA ST LUKES,12029725,37,2021-03-29,608088,12.03,19.0,HUMAN SERVICES,,,,
2021-03-12,1017718739,PITNEY BOWES,12003284,08,2021-03-29,607223,54.0,18.0,CORRECTIONS,,,,
2021-03-17,1602165091,ARAMARK UNIFORM & CAREER,12621433,01,2021-03-29,607507,134.18,11.0,TRANSPORTATION,,,,
2021-03-17,08858,MENARDS,12019798,12,2021-03-29,607215,15.65,18.0,CORRECTIONS,,,,
2021-03-17,08871,MENARDS,12019798,12,2021-03-29,607216,30.47,18.0,CORRECTIONS,,,,
2021-03-19,2021189,CORNERSTONES CAREER LRNG CTR,12046500,,2021-03-29,607271,150.0,19.0,HUMAN SERVICES,,,,
2021-03-15,6574008,RUNNING SUPPLY INC,12021713,,2021-03-29,607527,64.15,11.0,TRANSPORTATION,,,,
2021-03-25,VRM210325352014,MARK BONTREGER,12119506,,2021-03-29,607297,360.0,19.0,HUMAN SERVICES,,,,
2021-03-22,161-353193,COMMUNITY TRANSIT OF WATERTOWN,12610343,,2021-03-29,607294,96.0,19.0,HUMAN SERVICES,,,,
2021-03-11,9833743892,GRAINGER,12016771,16,2021-03-29,607228,46.25,18.0,CORRECTIONS,,,,
2021-03-11,08645,MENARDS,12019798,12,2021-03-29,607225,196.0,18.0,CORRECTIONS,,,,
2021-02-25,0005135,"ARNESON, DAVID",12238715,,2021-03-29,607847,176.95,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-24,DCM7963740,RURAL HEALTH CARE INC,12041219,20,2021-03-29,607713,35.0,19.0,HUMAN SERVICES,,,,
2021-02-25,1717152146,GRAHAM TIRE COMPANYS,12040582,,2021-03-29,607853,150.25,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-01,103518FINAL,ULTEIG,12027184,02,2021-03-29,607800,270.05,11.0,TRANSPORTATION,,,,
2021-02-16,SDSIU374730,FASTENAL COMPANY,12021515,,2021-03-29,607613,52.98,17.0,VETERANS' AFFAIRS,,,,
2021-03-19,39123,ACME SUPPLY CO LTD,12315842,,2021-03-29,607250,3750.0,18.0,CORRECTIONS,,,,
