document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2020-05-22,B11781460,SHI INTERNATIONAL CORP,12011614,02,2020-07-31,,122.59,4.0,TOURISM,,,,
2020-07-27,M021BTR001,WALL CITY OF,12031137,,2020-07-31,,130022.38,2.0,REVENUE,,,,
2020-07-27,M021BTR001,FAITH-CITY OF,12054521,01,2020-07-31,,27763.38,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WHITEWOOD-CITY OF,12055252,,2020-07-31,,28535.68,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WAUBAY-CITY OF,12055193,01,2020-07-31,,20232.44,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WARD-TOWN OF,12036597,,2020-07-31,,3208.55,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WALLACE-TOWN OF,12031510,,2020-07-31,,888.34,2.0,REVENUE,,,,
2020-07-27,M021BTR001,ETHAN-TOWN OF,12055971,,2020-07-31,,6235.36,2.0,REVENUE,,,,
2020-07-27,M021BTR001,VIBORG-CITY OF,12055166,,2020-07-31,,27078.96,2.0,REVENUE,,,,
2020-07-27,M021BTR001,MIDLAND-TOWN OF,12054838,,2020-07-31,,6742.14,2.0,REVENUE,,,,
2020-07-27,M021BTR001,VEBLEN-CITY OF,12055153,,2020-07-31,,4708.95,2.0,REVENUE,,,,
2020-07-27,M021BTR001,CANTON-CITY OF,12054367,01,2020-07-31,,101801.57,2.0,REVENUE,,,,
2020-07-16,20-2491,SNAPPY DELIVERY INC,12158285,,2020-07-31,,291.6,4.0,TOURISM,,,,
2020-07-27,M021BTR001,LANGFORD-TOWN OF,12056167,,2020-07-31,,5186.06,2.0,REVENUE,,,,
2020-06-23,341611,MIDSTATES PRINTING INC,12040671,,2020-07-31,,246.94,4.0,TOURISM,,,,
2020-07-27,M021BTR001,LENNOX CITY OF,12054784,,2020-07-31,,77090.79,2.0,REVENUE,,,,
2020-07-21,21SC08B330-JUN,LEWIS & CLARK BEHVRL HLTH SVCS,12032509,,2020-07-31,,23424.64,8.0,SOCIAL SERVICES,,,,
2020-07-21,4373,B&H SANITATION LLC,12533589,,2020-07-31,,354.5,6.0,"GAME, FISH AND PARKS",,,,
2020-07-16,01P19579,GODFREY BRAKE SERV & SUPPLY,12030211,,2020-07-31,,7.51,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-07,27389938,GREATAMERICA FINANCIAL SRV COP,12025514,01,2020-07-31,,124.66,8.0,SOCIAL SERVICES,,,,
2020-07-27,M021BTR001,CARTHAGE-CITY OF,12054380,,2020-07-31,,3665.39,2.0,REVENUE,,,,
2020-07-08,21SC08B615-JUN,BEHAVIOR MANAGEMENT SYSTEMS,12030341,,2020-07-31,,283.6,8.0,SOCIAL SERVICES,,,,
2020-07-06,701828-0,CHRIS CAM CORPORATION,12035322,,2020-07-31,,712.31,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,CHANCELLOR-TOWN OF,12056129,,2020-07-31,,7042.47,2.0,REVENUE,,,,
2020-07-01,9850316,COLE PAPERS INC,12027125,,2020-07-31,,176.28,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,0601-449-74 FY21,BON HOMME COUNTY TREASURER,12055141,01,2020-07-31,400016,250.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,DIMOCK-TOWN OF,12031833,,2020-07-31,,6580.27,2.0,REVENUE,,,,
2020-07-27,M021BTR001,DE SMET--CITY OF,12054460,,2020-07-31,,65258.36,2.0,REVENUE,,,,
2020-07-27,M021BTR001,CUSTER-CITY OF,12054435,,2020-07-31,,210307.89,2.0,REVENUE,,,,
2020-07-27,M021BTR001,CORONA-TOWN OF,12038251,,2020-07-31,,2150.69,2.0,REVENUE,,,,
2020-07-27,M021BTR001,CITY OF PIERRE,12054968,,2020-07-31,,760217.34,2.0,REVENUE,,,,
2020-07-21,1330-01-3F,GLOBAL SOLUTION GROUP INC,12612293,,2020-07-31,,4700.0,12.0,BUREAU OF ADMINISTRATION,,,,
2020-07-27,M021BTR001,CITY OF FRANKFORT,12055923,01,2020-07-31,,2453.57,2.0,REVENUE,,,,
2020-07-27,M021BTR001,CITY OF DEADWOOD,12054391,02,2020-07-31,,303058.18,2.0,REVENUE,,,,
2020-07-27,M021BTR001,CITY OF BALTIC,12056143,,2020-07-31,,19319.4,2.0,REVENUE,,,,
2020-07-01,0601-449-69 FY21,DAVISON COUNTY TREASURER,12054865,03,2020-07-31,400013,782.25,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,ARTESIAN-TOWN OF,12054266,,2020-07-31,,1985.97,2.0,REVENUE,,,,
2020-07-27,M021BTR001,GARY CITY OF,12054575,,2020-07-31,,5695.16,2.0,REVENUE,,,,
2020-07-29,M0220F2102,VNDR   12625238,12625238,,2020-07-31,,56000.0,2.0,REVENUE,,,,
2020-07-31,M01CRFLG20200731,COUNTY OF LINCOLN,12054363,CV,2020-07-31,,5408.41,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2020-07-27,M021BTR001,MURDO-CITY OF,12054892,,2020-07-31,,46885.41,2.0,REVENUE,,,,
2020-07-24,92351,FORNEYS STANDARD SERVICE,12032581,,2020-07-31,,15.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-14,68947,M G OIL COMPANY,12035221,,2020-07-31,,798.4,6.0,"GAME, FISH AND PARKS",,,,
2020-06-22,312731,RAPID CITY -- CITY OF,12055002,,2020-07-31,,20.43,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-23,1602021598,AMERIPRIDE SERVICES INC,12021245,02,2020-07-31,,30.15,6.0,"GAME, FISH AND PARKS",,,,
2020-07-23,29495,NOVEYA INCORPORATED,12053327,,2020-07-31,,231.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-23,94233,MIDWAY SERVICE INC,12209579,,2020-07-31,,1325.19,6.0,"GAME, FISH AND PARKS",,,,
2020-07-16,404953,ACE STEEL & RECYCLING INC,12042436,,2020-07-31,,16.5,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-27,M021BTR001,ELK POINT-CITY OF,12054518,,2020-07-31,,101510.94,2.0,REVENUE,,,,
2020-07-27,M021BTR001,CITY OF ST LAWRENCE,12299644,01,2020-07-31,,3665.65,2.0,REVENUE,,,,
2020-07-02,603943411,HILLYARD INC,12026905,02,2020-07-31,,1586.78,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,636146,MICHAEL E CUMMINGS,12039845,,2020-07-31,,2.75,6.0,"GAME, FISH AND PARKS",,,,
2020-07-02,W451881,HERC-U-LIFT INC,12021593,,2020-07-31,,140.6,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,HUDSON-TOWN OF,12054670,,2020-07-31,,11938.91,2.0,REVENUE,,,,
2020-07-27,M021BTR001,HIGHMORE-CITY OF,12054630,02,2020-07-31,,41293.66,2.0,REVENUE,,,,
2020-07-27,M021BTR001,HARRISBURG-CITY OF,12031149,,2020-07-31,,149239.91,2.0,REVENUE,,,,
2020-07-27,M021BTR001,GETTYSBURG - CITY OF,12054582,,2020-07-31,,52132.97,2.0,REVENUE,,,,
2020-07-23,1601990126,AMERIPRIDE SERVICES INC,12021245,02,2020-07-31,,30.15,6.0,"GAME, FISH AND PARKS",,,,
2020-07-21,1310097,NORTHWEST PIPE FITTINGS INC,12029986,,2020-07-31,,175.54,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,T72367,HARVEYS LOCK SHOP INC,12053905,,2020-07-31,,15.39,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,94958,SNAZA IMPLEMENT LLC,12266055,,2020-07-31,,11.6,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,93863743,ENVIRONMENTAL SYSTEMS RESEARCH,12126127,,2020-07-31,,25464.38,6.0,"GAME, FISH AND PARKS",,,,
2020-07-23,07152020,NORTHWESTERN ENERGY,12028962,,2020-07-31,,11.31,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,AKASKA-CITY OF,12031165,,2020-07-31,,2913.36,2.0,REVENUE,,,,
2020-07-22,INV283418,MEYERINK FARM SERVICE INC,12047058,,2020-07-31,,33.55,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,48582,JAMES A HEIL,12014077,,2020-07-31,,15.95,6.0,"GAME, FISH AND PARKS",,,,
2020-07-13,66236,VAN DIEST SUPPLY COMPANY,12024788,,2020-07-31,,952.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-13,7790,CARLSON SERVICES,12306889,,2020-07-31,,770.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,32-788203,STURDEVANTS LEAD INC,12135418,,2020-07-31,,46.24,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,3188,DEPENDABLE SANITATION INC,12035576,,2020-07-31,,45.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-22,4023,WATERTOWN CO-OP ELEVATOR ASSN,12029202,,2020-07-31,,16.5,6.0,"GAME, FISH AND PARKS",,,,
2020-07-13,489380,MACKSTEEL WAREHOUSE INC,12042898,,2020-07-31,,18.99,6.0,"GAME, FISH AND PARKS",,,,
2020-07-17,21SC08E316-JUN,AVERA ST LUKES,12029725,03,2020-07-31,,996.98,8.0,SOCIAL SERVICES,,,,
2020-07-20,21SC08B317-JUN,LUTHERAN SOCIAL SERVICES OF SD,12029752,,2020-07-31,,39006.64,8.0,SOCIAL SERVICES,,,,
2020-07-16,SINV101536,AGTEGRA COOPERATIVE,12029118,08,2020-07-31,,86.71,6.0,"GAME, FISH AND PARKS",,,,
2020-07-22,118698,AMERICAN CINEMA EQUIPMENT INC,12572847,,2020-07-31,,920.0,6.0,"GAME, FISH AND PARKS",,,,
2020-06-02,1HQSDDO-IN,UNITED CONCRETE INC,12608211,,2020-07-31,,479.19,11.0,TRANSPORTATION,,,,
2020-07-23,0620CON211406,FAULK COUNTY AUDITOR,12054538,04,2020-07-31,,100.08,9.0,HEALTH,,,,
2020-07-22,10922,AVERA MCKENNAN,12029758,E3,2020-07-31,,329.21,9.0,HEALTH,,,,
2020-07-22,10923,AVERA MCKENNAN HOSPITAL,12029758,05,2020-07-31,,60449.21,9.0,HEALTH,,,,
2020-07-22,10925,AVERA ST MARYS,12029913,01,2020-07-31,,7998.56,9.0,HEALTH,,,,
2020-07-22,10932,AVERA MCKENNAN,12029758,96,2020-07-31,,61.42,9.0,HEALTH,,,,
2020-07-22,10939,LEWIS FAMILY DRUG LLC,12050102,01,2020-07-31,,613.43,9.0,HEALTH,,,,
2020-07-22,10943,AVERA MCKENNAN,12029758,B6,2020-07-31,,28.96,9.0,HEALTH,,,,
2020-07-22,10946,AVERA MCKENNAN,12029758,E7,2020-07-31,,609.61,9.0,HEALTH,,,,
2020-07-22,10950,PARAMEDICS LOGISTICS SOUTH DAK,12586866,,2020-07-31,,813.92,9.0,HEALTH,,,,
2020-06-22,12,STURGIS WATER DEPARTMENT,12055103,,2020-07-31,,25008.6,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-06-23,11783900111379,MIDCONTINENT COMMUNICATIONS,12023782,04,2020-07-31,,125.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-06-24,0293198,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-07-31,,4824.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-22,10952,HY-VEE INC,12024480,03,2020-07-31,,33.97,9.0,HEALTH,,,,
2020-07-22,10954,AVERA MCKENNAN,12029758,A8,2020-07-31,,958.87,9.0,HEALTH,,,,
2020-07-22,10955,SPRINGFIELD-CITY OF,12055093,,2020-07-31,,720.0,9.0,HEALTH,,,,
2020-07-29,M190000014,JONS FAMILY INC,12048849,,2020-07-31,,90.0,19.0,HUMAN SERVICES,,,,
2020-07-28,0620CON210416,"ELLWEIN, ORIN W DDS",12364360,,2020-07-31,,475.0,9.0,HEALTH,,,,
2020-07-24,0720CON213026,PIONEER MEMORIAL HOSPITAL,12030681,,2020-07-31,,3997.71,9.0,HEALTH,,,,
2020-07-23,0620CON211057,DAVISON COUNTY AUDITOR,12054865,05,2020-07-31,,2529.8,9.0,HEALTH,,,,
2020-07-23,063020CON211093,CODINGTON COUNTY AUDITOR,12055190,03,2020-07-31,,36.58,9.0,HEALTH,,,,
2020-07-23,0620CON211088,DEWEY COUNTY AUDITOR,12055123,05,2020-07-31,,211.28,9.0,HEALTH,,,,
2020-07-23,0620CON211226,LAKE COUNTY AUDITOR,12054813,05,2020-07-31,,672.76,9.0,HEALTH,,,,
2020-07-23,0620CON211228,HAMLIN COUNTY AUDITOR,12054615,07,2020-07-31,,1073.08,9.0,HEALTH,,,,
2020-07-23,0620CON211256,CLARK COUNTY AUDITOR,12054405,12,2020-07-31,,272.44,9.0,HEALTH,,,,
2020-07-29,M190000014,ROSHOLT COUNTRY INN LLC,12008839,,2020-07-31,,124.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,SALEM MENNONITE HOME FOR AGED,12029924,,2020-07-31,,33.0,19.0,HUMAN SERVICES,,,,
2020-07-20,313151,JAYS COMPANY,12022897,,2020-07-31,,434.92,9.0,HEALTH,,,,
2020-07-20,8,DELL RAPIDS CITY OF,12054451,01,2020-07-31,,92883.39,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-23,10967,AVERA MCKENNAN,12029758,62,2020-07-31,,62.65,9.0,HEALTH,,,,
2020-07-29,M190000014,SILVER PLAINS ASSISTED LIVING,12123402,,2020-07-31,,17.0,19.0,HUMAN SERVICES,,,,
2020-07-17,1905451,SIMON CONTRACTORS OF SD INC,12047408,,2020-07-31,,635.84,16.0,MILITARY,,,,
2020-07-20,162110454,SIOUX FALLS UTILITIES,12055054,06,2020-07-31,,50.6,16.0,MILITARY,,,,
2020-07-22,162110492,BLACK HILLS POWER & LIGHT CO,12028526,,2020-07-31,,46.04,16.0,MILITARY,,,,
2020-07-23,162110469,BLACK HILLS POWER & LIGHT CO,12028526,,2020-07-31,,88.85,16.0,MILITARY,,,,
2020-07-23,162110474,BLACK HILLS POWER & LIGHT CO,12028526,,2020-07-31,,56.07,16.0,MILITARY,,,,
2020-07-10,T0919722JULY2020,CLARITY TELECOM LLC,12479166,,2020-07-31,,30.61,9.0,HEALTH,,,,
2020-07-13,4036409,SPEE DEE DELIVERY SERVICE INC,12022334,,2020-07-31,,1586.59,9.0,HEALTH,,,,
2020-06-26,000978723,MIDAMERICAN ENERGY COMPANY,12025501,,2020-07-31,,10.28,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-14,071420HEALTH,ARTHUR L DAVIS PUBLISHING AGY,12262232,,2020-07-31,,684.71,9.0,HEALTH,,,,
2020-07-29,M190000014,SANDSTONE SENIOR LIVING INC,12559214,,2020-07-31,,241.0,19.0,HUMAN SERVICES,,,,
2020-07-06,18,CITY OF WAUBAY,12055193,02,2020-07-31,,677.42,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-14,337-446425XXX,MP FT PIERRE LLC,12511684,,2020-07-31,,539.0,9.0,HEALTH,,,,
2020-07-14,5,SIMEKS HILLSIDE HIDEAWAY CABIN,12624130,,2020-07-31,,75.0,9.0,HEALTH,,,,
2020-06-30,51660881,MATHESON TRI-GAS INC,12263878,03,2020-07-31,,53.95,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-15,L091JULY2020,PRAMUKHRAJ PIERRE LLC,12494998,,2020-07-31,,154.0,9.0,HEALTH,,,,
2020-06-30,476,FISCHERS DISPOSAL,12033477,,2020-07-31,,40.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-20,162110447,RAPID CITY -- CITY OF,12055002,,2020-07-31,,47.68,16.0,MILITARY,,,,
2020-07-17,162110449,NORTHWESTERN ENERGY,12028962,15,2020-07-31,,143.47,16.0,MILITARY,,,,
2020-07-23,10963,UROLOGY SPECIALISTS CHARTERED,12032892,,2020-07-31,,3120.0,9.0,HEALTH,,,,
2020-07-12,11966042,VENTURE COMMUNICATIONS CO-OP,12030120,,2020-07-31,,92.45,9.0,HEALTH,,,,
2020-07-23,0620CON211261,GRANT COUNTY AUDITOR,12054848,08,2020-07-31,,561.56,9.0,HEALTH,,,,
2020-07-23,0620CON21194,BENNETT COUNTY AUDITOR,12054828,,2020-07-31,,806.2,9.0,HEALTH,,,,
2020-07-16,MILLR-2001,HAND CO SNOW-GOERS,12315379,,2020-07-31,,2762.93,6.0,"GAME, FISH AND PARKS",,,,
2020-07-23,063020CON211037,JACKSON COUNTY,12054726,,2020-07-31,,108.98,9.0,HEALTH,,,,
2020-07-29,M190000014,EDGEWOOD PIERRE LLC,12581345,,2020-07-31,,526.0,19.0,HUMAN SERVICES,,,,
2020-04-16,057366,STEPP MANUFACTURING CO INC,12531656,,2020-07-31,,2888.14,11.0,TRANSPORTATION,,,,
2020-07-29,M190000014,EDGEWOOD PRAIRIE CROSSINGS WAC,12574018,,2020-07-31,,151.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,EVANGELICAL LUTHERAN GOOD SAM,12027212,,2020-07-31,,20.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,PRAIRIE HOMES ASSISTED LIVING,12023549,,2020-07-31,,1401.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,EVANGELICAL LUTHERAN GOOD SAM,12027212,14,2020-07-31,,97.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,FAULKTON HEALTHCARE CENTER,12023327,,2020-07-31,,355.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,FOOTHILLS ASSISTED LIVING INC,12049846,,2020-07-31,,20.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,KISMET HOLDINGS LLC,12591608,,2020-07-31,,845.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,LEISURE LIVING INC,12047200,,2020-07-31,,315.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,MBK INC,12300688,,2020-07-31,,1040.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,MEDICINE WHEEL VILLAGE,12581349,,2020-07-31,,750.0,19.0,HUMAN SERVICES,,,,
2020-05-05,938560520,ULTEIG,12027184,02,2020-07-31,,640.96,11.0,TRANSPORTATION,,,,
2020-07-16,01S3036,GODFREY BRAKE SERV & SUPPLY,12030211,,2020-07-31,,836.29,11.0,TRANSPORTATION,,,,
2020-07-29,M190000014,CASTLE RETIREMENT HOME INC,12436443,,2020-07-31,,150.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,BRIDGEWATER NURSING HOME CORP,12613020,,2020-07-31,,727.0,19.0,HUMAN SERVICES,,,,
2020-07-02,21950214,MATHESON TRI-GAS INC,12263878,03,2020-07-31,,485.78,18.0,CORRECTIONS,,,,
2020-07-29,M190000014,AVERA ST LUKES,12029725,56,2020-07-31,,216.0,19.0,HUMAN SERVICES,,,,
2020-07-09,09433825,MCKESSON MEDICAL-SURGICAL,12021827,,2020-07-31,,63.81,17.0,VETERANS' AFFAIRS,,,,
2020-07-21,1456,SIOUX FALLS RUBBER STAMP WORKS,12036365,,2020-07-31,,15.75,17.0,VETERANS' AFFAIRS,,,,
2020-07-29,M190000014,SAMMS INC,12547994,,2020-07-31,,384.0,19.0,HUMAN SERVICES,,,,
2020-05-22,7582386,ACME ELECTRIC,12027310,02,2020-07-31,,13.99,18.0,CORRECTIONS,,,,
2020-06-17,00385438,NORBERG PAINTS INC,12035225,,2020-07-31,,628.2,18.0,CORRECTIONS,,,,
2020-07-29,M190000014,EDGEWOOD GREENLEAF BROOKINGS C,12296566,,2020-07-31,,121.0,19.0,HUMAN SERVICES,,,,
2020-03-26,79433,CLARK ENGINEERING CORPORATION,12022706,05,2020-07-31,,2022.97,11.0,TRANSPORTATION,,,,
2020-06-18,090527,PETERS DISTRIBUTING INC,12049301,,2020-07-31,,2002.67,18.0,CORRECTIONS,,,,
2020-07-29,0620CON210448,AVERA ST MARYS,12029913,08,2020-07-31,,1515.36,9.0,HEALTH,,,,
2020-07-23,063020CON211260,MCCOOK COUNTY,12055037,,2020-07-31,,455.92,9.0,HEALTH,,,,
2020-07-24,0720CON213015,SANFORD HEALTH NETWORK,12040291,08,2020-07-31,,27414.51,9.0,HEALTH,,,,
2020-07-23,10944,RAPID CITY EMERGENCY SERVICES,12033427,,2020-07-31,,220.37,9.0,HEALTH,,,,
2020-07-29,M190000014,BETHESDA OF BERESFORD,12029771,,2020-07-31,,95.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,DAKOTA SUN ASSISTED LIVING II,12602256,,2020-07-31,,482.0,19.0,HUMAN SERVICES,,,,
2020-06-06,3448477466,STAPLES CONTRACT & COMMERCIALC,12163692,01,2020-07-31,,74.07,10.0,LABOR AND REGULATION,,,,
2020-07-29,M190000014,MOBRIDGE REGIONAL HOSPITAL,12030488,,2020-07-31,,382.0,19.0,HUMAN SERVICES,,,,
2020-07-28,0620CON210427,MEDIA ONE INC,12033887,,2020-07-31,,775.0,9.0,HEALTH,,,,
2020-07-28,0620CON210654,ALBERTSON CONSULTING INC,12301068,,2020-07-31,,5980.0,9.0,HEALTH,,,,
2020-07-28,062920CON210333,MEDIA ONE INC,12033887,,2020-07-31,,775.0,9.0,HEALTH,,,,
2020-07-30,0720CON200384,IMAGINE AGENCY LLC,12047705,,2020-07-31,,217752.95,9.0,HEALTH,,,,
2020-05-21,14119,SAFE LIFE DEFENSE,12616473,,2020-07-31,,3880.8,18.0,CORRECTIONS,,,,
2020-07-29,M190000014,RAMONA ASSISTED LIVING LLC,12507117,,2020-07-31,,99.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,LAKESIDE ASSISTED LIVING LLC,12515983,,2020-07-31,,140.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,DOUGLAS COUNTY MEMORIAL HOSP,12041707,,2020-07-31,,20.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,HERREID GOOD SAMARITAN,12027212,32,2020-07-31,,244.0,19.0,HUMAN SERVICES,,,,
2020-07-28,061320CON200504,WESTERN SOUTH DAKOTA COMMUNITY,12031631,,2020-07-31,,99.0,9.0,HEALTH,,,,
2020-07-29,M190000014,HELPING HAND ASSIST LIVING INC,12047812,,2020-07-31,,384.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,EVANGELICAL LUTHERAN GOOD SAMA,12027212,61,2020-07-31,,20.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,EDGEWOOD PRAIRIE CROSSING MITH,12406787,,2020-07-31,,358.0,19.0,HUMAN SERVICES,,,,
2020-07-29,M190000014,EDGEWOOD GREENLEAF SISSETON LL,12296572,,2020-07-31,,350.0,19.0,HUMAN SERVICES,,,,
2020-04-23,IN133959,KIESLER POLICE SUPPLY INC,12016348,,2020-07-31,,1270.37,18.0,CORRECTIONS,,,,
2020-07-23,10976,AVERA MCKENNAN,12029758,A0,2020-07-31,,310.86,9.0,HEALTH,,,,
2020-07-10,983402114229,PPG ARCHITECTURAL FINISHES INC,12013193,,2020-07-31,,342.5,18.0,CORRECTIONS,,,,
2020-07-22,10941,MONUMENT HEALTH RAPID CITY HOS,12033335,04,2020-07-31,,544.61,9.0,HEALTH,,,,
2020-06-11,6782291,DAKOTA FLUID POWER INC,12044237,,2020-07-31,,608.0,11.0,TRANSPORTATION,,,,
2020-07-20,SJ29555,JENNER EQUIPMENT COMPANY,12032814,,2020-07-31,,31.14,6.0,"GAME, FISH AND PARKS",,,,
2020-07-18,14933,ROBERT HENNRICH,12083991,,2020-07-31,,38.88,6.0,"GAME, FISH AND PARKS",,,,
2020-07-17,490568,DOCKENDORF EQUIPMENT CO INC,12031567,,2020-07-31,,274.02,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,1600-449-12 2,CLOCK TOWER OFFICE PLAZA,12371647,,2020-07-31,418134,216.0,17.0,VETERANS' AFFAIRS,,,,
2020-07-25,036E-36,ZANDSTRA CONSTRUCTION INC,12035887,,2020-07-31,,484091.02,11.0,TRANSPORTATION,,,,
2020-07-10,0294852/2376-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-07-31,,2316.0,12.0,EDUCATION,,,,
2020-06-17,215853,3D SPECIALTIES INC,12154482,,2020-07-31,,1427.67,6.0,"GAME, FISH AND PARKS",,,,
2020-07-15,C80020418I,ELIOR INC,12548705,01,2020-07-31,,33.8,18.0,CORRECTIONS,,,,
2020-07-15,C80020412I,ELIOR INC,12548705,01,2020-07-31,,3.74,18.0,CORRECTIONS,,,,
2020-07-15,C80020405I,ELIOR INC,12548705,01,2020-07-31,,5.63,18.0,CORRECTIONS,,,,
2020-07-15,C80020404I,ELIOR INC,12548705,01,2020-07-31,,2.25,18.0,CORRECTIONS,,,,
2020-07-14,S100286067.001,DAKOTA SUPPLY GROUP,12027834,,2020-07-31,,142.04,18.0,CORRECTIONS,,,,
2020-06-11,1200275111,HDR ENGINEERING INC,12058279,01,2020-07-31,,2068.95,11.0,TRANSPORTATION,,,,
2020-06-11,1602027523,AMERIPRIDE SERVICES INC,12021245,06,2020-07-31,,139.89,11.0,TRANSPORTATION,,,,
2020-07-22,C80020425I,ELIOR INC,12548705,01,2020-07-31,,33.8,18.0,CORRECTIONS,,,,
2020-07-24,17089982-2020-07,BLACK HILLS POWER & LIGHT CO,12028526,,2020-07-31,,2451.61,18.0,CORRECTIONS,,,,
2020-07-23,49932310-2020-07,MONTANA-DAKOTA UTILITIES,12020954,12,2020-07-31,,320.74,18.0,CORRECTIONS,,,,
2020-07-15,C80020423I,ELIOR INC,12548705,01,2020-07-31,,20.67,18.0,CORRECTIONS,,,,
2020-05-28,200388,FERDING ELECTRIC INC,12034862,,2020-07-31,,142.86,6.0,"GAME, FISH AND PARKS",,,,
2020-05-29,93837273,ENVIRONMENTAL SYSTEMS RESEARCH,12126127,,2020-07-31,,22000.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-13,363149,NORTHWEST PIPE FITTINGS HURON,12031253,,2020-07-31,,964.4,18.0,CORRECTIONS,,,,
2020-07-13,36734,MENARDS,12019798,05,2020-07-31,,2817.82,18.0,CORRECTIONS,,,,
2020-07-15,C80020419I,ELIOR INC,12548705,01,2020-07-31,,33.8,18.0,CORRECTIONS,,,,
2020-07-20,IN744769,A & B BUSINESS INC,12036980,,2020-07-31,,205.64,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,B12012498,SHI INTERNATIONAL CORP,12011614,02,2020-07-31,,52.88,6.0,"GAME, FISH AND PARKS",,,,
2020-07-19,200002285,MOORE CLARK USA,12301395,,2020-07-31,,4612.13,6.0,"GAME, FISH AND PARKS",,,,
2020-07-20,94920,SNAZA IMPLEMENT LLC,12266055,,2020-07-31,,6.06,6.0,"GAME, FISH AND PARKS",,,,
2020-07-14,P84495/P8948,JOHN DEERE FINANCIAL,12018679,02,2020-07-31,,1157.4,6.0,"GAME, FISH AND PARKS",,,,
2020-07-13,INV7760777,MARCO TECHNOLOGIES LLC,12201534,,2020-07-31,,236.12,6.0,"GAME, FISH AND PARKS",,,,
2020-07-14,HC07142020,BLACK HILLS ELECTRIC CO-OP,12028516,,2020-07-31,,178.09,6.0,"GAME, FISH AND PARKS",,,,
2020-07-15,0119977,BOLT HOLDCO II INC,12598260,,2020-07-31,,167.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-15,48413,JAMES A HEIL,12014077,,2020-07-31,,25.45,6.0,"GAME, FISH AND PARKS",,,,
